,date,season,year,month,holiday,day_of_the_week,workingday,weather,temp,feel_temp,humidity,wind_speed,casual,registered,count_rental
203,2011-07-23,Fall,2011,Juli,0,Sabtu,Workday,Clear,34.815847,32.975767,50.0,0.131221,987,2298,3285
204,2011-07-24,Fall,2011,Juli,0,Minggu,Workday,Clear,34.03,32.587989,55.0833,0.169171,1050,2556,3606
205,2011-07-25,Fall,2011,Juli,0,Senin,Holiday,Clear,30.476653000000002,29.559278,75.7083,0.0908083,568,3272,3840
206,2011-07-26,Fall,2011,Juli,0,Selasa,Holiday,Clear,31.638347,28.576139,54.0833,0.200258,750,3840,4590
207,2011-07-27,Fall,2011,Juli,0,Rabu,Holiday,Clear,31.775000000000002,28.317347,40.291700000000006,0.183463,755,3901,4656
208,2011-07-28,Fall,2011,Juli,0,Kamis,Holiday,Clear,31.945847,30.3359,58.3333,0.178479,606,3784,4390
209,2011-07-29,Fall,2011,Juli,0,Jumat,Holiday,Clear,34.371653,32.224647,54.25,0.174138,670,3176,3846
210,2011-07-30,Fall,2011,Juli,0,Sabtu,Workday,Clear,32.970847,29.870017,46.5833,0.168537,1559,2916,4475
211,2011-07-31,Fall,2011,Juli,0,Minggu,Workday,Clear,33.039153,29.921636,48.0833,0.164813,1524,2778,4302
212,2011-08-01,Fall,2011,Agustus,0,Senin,Holiday,Clear,31.638347,28.834972,55.0833,0.156717,729,3537,4266
213,2011-08-02,Fall,2011,Agustus,0,Selasa,Holiday,Clear,32.116653,28.989911,49.125,0.20585,801,4044,4845
214,2011-08-03,Fall,2011,Agustus,0,Rabu,Holiday,Cloudy_Misty,29.998347,27.877417,65.75,0.135583,467,3107,3574
215,2011-08-04,Fall,2011,Agustus,0,Kamis,Holiday,Cloudy_Misty,29.11,27.256308,75.75,0.19715,799,3777,4576
216,2011-08-05,Fall,2011,Agustus,0,Jumat,Holiday,Clear,29.144153000000003,26.919247000000002,63.083299999999994,0.184696,1023,3843,4866
217,2011-08-06,Fall,2011,Agustus,0,Sabtu,Workday,Cloudy_Misty,29.383347,27.722314,75.5,0.22825,1521,2773,4294
218,2011-08-07,Fall,2011,Agustus,0,Minggu,Workday,Clear,30.442500000000003,29.326972,75.29169999999999,0.201487,1298,2487,3785
219,2011-08-08,Fall,2011,Agustus,0,Senin,Holiday,Clear,31.365000000000002,28.834603,59.2083,0.192175,846,3480,4326
220,2011-08-09,Fall,2011,Agustus,0,Selasa,Holiday,Clear,31.775000000000002,29.688961,57.04169999999999,0.151121,907,3695,4602
221,2011-08-10,Fall,2011,Agustus,0,Rabu,Holiday,Clear,31.433346999999998,28.084303000000002,42.4167,0.200258,884,3896,4780
222,2011-08-11,Fall,2011,Agustus,0,Kamis,Holiday,Clear,29.4175,26.712361,42.375,0.164796,812,3980,4792
223,2011-08-12,Fall,2011,Agustus,0,Jumat,Holiday,Clear,29.041653,26.815722,41.5,0.125621,1051,3854,4905
224,2011-08-13,Fall,2011,Agustus,0,Sabtu,Workday,Cloudy_Misty,28.119153,26.480178000000002,72.9583,0.211454,1504,2646,4150
225,2011-08-14,Fall,2011,Agustus,0,Minggu,Workday,Cloudy_Misty,27.743347,25.599908000000003,81.75,0.222633,1338,2482,3820
226,2011-08-15,Fall,2011,Agustus,0,Senin,Holiday,Clear,27.299153,25.262847,71.20830000000001,0.208954,775,3563,4338
227,2011-08-16,Fall,2011,Agustus,0,Selasa,Holiday,Clear,28.734153000000003,26.479316999999998,57.8333,0.236329,721,4004,4725
228,2011-08-17,Fall,2011,Agustus,0,Rabu,Holiday,Clear,29.656653,27.333511,57.5417,0.143667,668,4026,4694
229,2011-08-18,Fall,2011,Agustus,0,Kamis,Holiday,Clear,29.178347000000002,27.152578000000002,65.45830000000001,0.233208,639,3166,3805
230,2011-08-19,Fall,2011,Agustus,0,Jumat,Holiday,Cloudy_Misty,28.085,25.962061000000002,72.2917,0.139308,797,3356,4153
231,2011-08-20,Fall,2011,Agustus,0,Sabtu,Workday,Clear,28.5975,26.608836,67.41669999999999,0.104467,1914,3277,5191
232,2011-08-21,Fall,2011,Agustus,0,Minggu,Workday,Clear,29.144153000000003,27.696525,77.0,0.248754,1249,2624,3873
233,2011-08-22,Fall,2011,Agustus,0,Senin,Holiday,Clear,28.358347000000002,26.168414,47.0,0.27675,833,3925,4758
234,2011-08-23,Fall,2011,Agustus,0,Selasa,Holiday,Clear,26.274153,24.848747,45.5417,0.146763,1281,4614,5895
235,2011-08-24,Fall,2011,Agustus,0,Rabu,Holiday,Clear,27.606652999999998,25.858372000000003,60.5,0.253108,949,4181,5130
236,2011-08-25,Fall,2011,Agustus,0,Kamis,Holiday,Cloudy_Misty,28.050846999999997,26.480014,77.1667,0.210833,435,3107,3542
237,2011-08-26,Fall,2011,Agustus,0,Jumat,Holiday,Clear,28.7,27.049053,76.125,0.0839625,768,3893,4661
238,2011-08-27,Fall,2011,Agustus,0,Sabtu,Workday,Cloudy_Misty,27.880000000000003,26.057796,85.0,0.375617,226,889,1115
239,2011-08-28,Fall,2011,Agustus,0,Minggu,Workday,Clear,28.989418999999998,26.566318999999996,56.1765,0.304659,1415,2919,4334
240,2011-08-29,Fall,2011,Agustus,0,Senin,Holiday,Clear,26.103347,24.926278,55.45830000000001,0.159825,729,3905,4634
241,2011-08-30,Fall,2011,Agustus,0,Selasa,Holiday,Clear,26.205847000000002,24.382864,54.833299999999994,0.125008,775,4429,5204
242,2011-08-31,Fall,2011,Agustus,0,Rabu,Holiday,Clear,26.923347,25.055961,59.791700000000006,0.0833333,688,4370,5058
243,2011-09-01,Fall,2011,September,0,Kamis,Holiday,Clear,26.855,25.211761000000003,63.916700000000006,0.141796,783,4332,5115
244,2011-09-02,Fall,2011,September,0,Jumat,Holiday,Cloudy_Misty,26.376653,24.797128,72.70830000000001,0.139929,875,3852,4727
245,2011-09-03,Fall,2011,September,0,Sabtu,Workday,Clear,27.435847,25.961733000000002,71.6667,0.185325,1935,2549,4484
246,2011-09-04,Fall,2011,September,0,Minggu,Workday,Clear,29.075847,27.282589,74.20830000000001,0.206467,2521,2419,4940
247,2011-09-05,Fall,2011,September,1,Senin,Workday,Cloudy_Misty,27.606652999999998,25.651486000000002,79.0417,0.212696,1236,2115,3351
248,2011-09-06,Fall,2011,September,0,Selasa,Holiday,Light_rain_snow,22.14,21.1232,88.6957,0.343943,204,2506,2710
249,2011-09-07,Fall,2011,September,0,Rabu,Holiday,Light_rain_snow,24.565847,22.313388999999997,91.7083,0.0970208,118,1878,1996
250,2011-09-08,Fall,2011,September,0,Kamis,Holiday,Light_rain_snow,25.990433,22.769801,93.9565,0.192748,153,1689,1842
251,2011-09-09,Fall,2011,September,0,Jumat,Holiday,Cloudy_Misty,26.650000000000002,23.736786,89.79169999999999,0.124379,417,3127,3544
252,2011-09-10,Fall,2011,September,0,Sabtu,Workday,Clear,27.060000000000002,24.926442,75.375,0.153608,1750,3595,5345
253,2011-09-11,Fall,2011,September,0,Minggu,Workday,Clear,26.786653,24.978389,71.375,0.115054,1633,3413,5046
254,2011-09-12,Fall,2011,September,0,Senin,Holiday,Clear,26.418268,24.687330000000003,69.2174,0.088913,690,4023,4713
255,2011-09-13,Fall,2011,September,0,Selasa,Holiday,Clear,26.684153,24.745714000000003,71.25,0.141804,701,4062,4763
256,2011-09-14,Fall,2011,September,0,Rabu,Holiday,Clear,27.606652999999998,25.7029,69.7083,0.1673,647,4138,4785
257,2011-09-15,Fall,2011,September,0,Kamis,Holiday,Cloudy_Misty,23.677500000000002,22.700511000000002,70.9167,0.271146,428,3231,3659
258,2011-09-16,Fall,2011,September,0,Jumat,Holiday,Cloudy_Misty,19.235847,18.920475,59.0417,0.164183,742,4018,4760
259,2011-09-17,Fall,2011,September,0,Sabtu,Workday,Cloudy_Misty,20.158347,19.618992,71.8333,0.189675,1434,3077,4511
260,2011-09-18,Fall,2011,September,0,Minggu,Workday,Clear,20.807499999999997,20.112017,69.5,0.178483,1353,2921,4274
261,2011-09-19,Fall,2011,September,0,Senin,Holiday,Cloudy_Misty,22.515846999999997,21.716675,69.0,0.151742,691,3848,4539
262,2011-09-20,Fall,2011,September,0,Selasa,Holiday,Cloudy_Misty,23.028347,21.820897000000002,88.125,0.134954,438,3203,3641
263,2011-09-21,Fall,2011,September,0,Rabu,Holiday,Cloudy_Misty,24.395,22.571853,90.0,0.0964042,539,3813,4352
264,2011-09-22,Fall,2011,September,0,Kamis,Holiday,Cloudy_Misty,25.761653000000003,22.753483,90.2083,0.128125,555,4240,4795
265,2011-09-23,Winter,2011,September,0,Jumat,Holiday,Cloudy_Misty,24.975847,21.407124999999997,97.25,0.0783667,258,2137,2395
266,2011-09-24,Winter,2011,September,0,Sabtu,Workday,Cloudy_Misty,24.873347,23.140892,86.25,0.0783833,1776,3647,5423
267,2011-09-25,Winter,2011,September,0,Minggu,Workday,Cloudy_Misty,26.000847,23.478116999999997,84.5,0.0503792,1544,3466,5010
268,2011-09-26,Winter,2011,September,0,Senin,Holiday,Cloudy_Misty,26.615847000000002,24.150722,84.8333,0.1107,684,3946,4630
269,2011-09-27,Winter,2011,September,0,Selasa,Holiday,Cloudy_Misty,26.103347,23.555525,88.5417,0.118171,477,3643,4120
270,2011-09-28,Winter,2011,September,0,Rabu,Holiday,Cloudy_Misty,26.035,23.581477999999997,84.875,0.148629,480,3427,3907
271,2011-09-29,Winter,2011,September,0,Kamis,Holiday,Clear,25.283347,23.554992000000002,69.91669999999999,0.172883,653,4186,4839
272,2011-09-30,Winter,2011,September,0,Jumat,Holiday,Clear,23.130847,22.337989,64.75,0.206475,830,4372,5202
273,2011-10-01,Winter,2011,Oktober,0,Sabtu,Workday,Cloudy_Misty,16.81,16.927383,75.375,0.292296,480,1949,2429
274,2011-10-02,Winter,2011,Oktober,0,Minggu,Workday,Cloudy_Misty,14.623347,14.157997,79.1667,0.222013,616,2302,2918
275,2011-10-03,Winter,2011,Oktober,0,Senin,Holiday,Cloudy_Misty,15.750846999999998,16.073886,76.0833,0.0833458,330,3240,3570
276,2011-10-04,Winter,2011,Oktober,0,Selasa,Holiday,Clear,19.850847,19.387178,71.0,0.205854,486,3970,4456
277,2011-10-05,Winter,2011,Oktober,0,Rabu,Holiday,Clear,22.071652999999998,21.612658,64.79169999999999,0.17725,559,4267,4826
278,2011-10-06,Winter,2011,Oktober,0,Kamis,Holiday,Clear,20.260847000000002,19.697425,62.083299999999994,0.134954,639,4126,4765
279,2011-10-07,Winter,2011,Oktober,0,Jumat,Holiday,Clear,20.944153,20.680563999999997,68.41669999999999,0.0223917,949,4036,4985
280,2011-10-08,Winter,2011,Oktober,0,Sabtu,Workday,Clear,21.388347,21.042921999999997,70.125,0.0454042,2235,3174,5409
281,2011-10-09,Winter,2011,Oktober,0,Minggu,Workday,Clear,22.174153,21.483303,72.75,0.06345,2397,3114,5511
282,2011-10-10,Winter,2011,Oktober,1,Senin,Workday,Clear,23.404153,22.259925,73.375,0.0423042,1514,3603,5117
283,2011-10-11,Winter,2011,Oktober,0,Selasa,Holiday,Cloudy_Misty,23.233347000000002,22.389936000000002,80.875,0.143042,667,3896,4563
284,2011-10-12,Winter,2011,Oktober,0,Rabu,Holiday,Light_rain_snow,22.276653,21.226397,90.625,0.24815,217,2199,2416
285,2011-10-13,Winter,2011,Oktober,0,Kamis,Holiday,Cloudy_Misty,24.155847,22.623963999999997,89.6667,0.141787,290,2623,2913
286,2011-10-14,Winter,2011,Oktober,0,Jumat,Holiday,Cloudy_Misty,22.584153,21.716675,71.625,0.223883,529,3115,3644
287,2011-10-15,Winter,2011,Oktober,0,Sabtu,Workday,Clear,20.773346999999998,20.447725,48.3333,0.258083,1899,3318,5217
288,2011-10-16,Winter,2011,Oktober,0,Minggu,Workday,Clear,20.978347,20.629314,48.6667,0.281717,1748,3293,5041
289,2011-10-17,Winter,2011,Oktober,0,Senin,Holiday,Clear,21.900847,20.939725,57.958299999999994,0.175379,713,3857,4570
290,2011-10-18,Winter,2011,Oktober,0,Selasa,Holiday,Cloudy_Misty,21.8325,21.431561,70.1667,0.110087,637,4111,4748
291,2011-10-19,Winter,2011,Oktober,0,Rabu,Holiday,Light_rain_snow,22.211299,21.067767999999997,89.52170000000001,0.243339,254,2170,2424
292,2011-10-20,Winter,2011,Oktober,0,Kamis,Holiday,Clear,19.509153,19.127525000000002,63.625,0.422275,471,3724,4195
293,2011-10-21,Winter,2011,Oktober,0,Jumat,Holiday,Clear,17.5275,17.367435999999998,57.4167,0.221396,676,3628,4304
294,2011-10-22,Winter,2011,Oktober,0,Sabtu,Workday,Clear,17.322499999999998,17.445172,62.916700000000006,0.0926667,1499,2809,4308
295,2011-10-23,Winter,2011,Oktober,0,Minggu,Workday,Clear,17.288347,17.315653,74.125,0.0995125,1619,2762,4381
296,2011-10-24,Winter,2011,Oktober,0,Senin,Holiday,Clear,18.996653,18.739747,77.2083,0.118792,699,3488,4187
297,2011-10-25,Winter,2011,Oktober,0,Selasa,Holiday,Clear,19.338347,18.998375,62.291700000000006,0.166658,695,3992,4687
298,2011-10-26,Winter,2011,Oktober,0,Rabu,Holiday,Cloudy_Misty,19.850847,19.386686,72.04169999999999,0.148642,404,3490,3894
299,2011-10-27,Winter,2011,Oktober,0,Kamis,Holiday,Cloudy_Misty,19.27,18.738886,81.2917,0.197763,240,2419,2659
300,2011-10-28,Winter,2011,Oktober,0,Jumat,Holiday,Cloudy_Misty,13.564153,13.071292,58.58330000000001,0.229479,456,3291,3747
301,2011-10-29,Winter,2011,Oktober,0,Sabtu,Workday,Light_rain_snow,10.420846999999998,9.344433,88.25,0.351371,57,570,627
302,2011-10-30,Winter,2011,Oktober,0,Minggu,Workday,Clear,13.085847,13.174489,62.375,0.176617,885,2446,3331
303,2011-10-31,Winter,2011,Oktober,0,Senin,Holiday,Clear,13.940000000000001,14.598583000000001,70.3333,0.10635,362,3307,3669
304,2011-11-01,Winter,2011,November,0,Selasa,Holiday,Clear,16.434153,16.280608,68.375,0.135571,410,3658,4068
305,2011-11-02,Winter,2011,November,0,Rabu,Holiday,Clear,15.477500000000001,15.995453,71.875,0.0820917,370,3816,4186
306,2011-11-03,Winter,2011,November,0,Kamis,Holiday,Clear,16.741653,16.642761,70.20830000000001,0.136817,318,3656,3974
307,2011-11-04,Winter,2011,November,0,Jumat,Holiday,Cloudy_Misty,16.536653,16.539071999999997,62.25000000000001,0.271779,470,3576,4046
308,2011-11-05,Winter,2011,November,0,Sabtu,Workday,Clear,13.393346999999999,13.278013999999999,51.916700000000006,0.189062,1156,2770,3926
309,2011-11-06,Winter,2011,November,0,Minggu,Workday,Clear,14.281653,14.856678,73.4583,0.0920542,952,2697,3649
310,2011-11-07,Winter,2011,November,0,Senin,Holiday,Clear,16.195,16.435710999999998,75.875,0.057225,373,3662,4035
311,2011-11-08,Winter,2011,November,0,Selasa,Holiday,Clear,16.741653,16.902086,72.16669999999999,0.0690375,376,3829,4205
312,2011-11-09,Winter,2011,November,0,Rabu,Holiday,Clear,16.400000000000002,16.772239000000003,75.83330000000001,0.0621958,305,3804,4109
313,2011-11-10,Winter,2011,November,0,Kamis,Holiday,Cloudy_Misty,15.58,15.322561,81.3333,0.189067,190,2743,2933
314,2011-11-11,Winter,2011,November,1,Jumat,Workday,Clear,13.290847,12.579497,44.625,0.314675,440,2928,3368
315,2011-11-12,Winter,2011,November,0,Sabtu,Workday,Clear,14.623347,14.675621999999999,55.2917,0.212062,1275,2792,4067
316,2011-11-13,Winter,2011,November,0,Minggu,Workday,Clear,18.074153,17.652549999999998,45.8333,0.281721,1004,2713,3717
317,2011-11-14,Winter,2011,November,0,Senin,Holiday,Clear,21.73,21.509092,58.7083,0.306596,595,3891,4486
318,2011-11-15,Winter,2011,November,0,Selasa,Holiday,Cloudy_Misty,21.73,20.810739,68.875,0.199633,449,3746,4195
319,2011-11-16,Winter,2011,November,0,Rabu,Holiday,Light_rain_snow,18.723347,18.531508,93.0,0.136829,145,1672,1817
320,2011-11-17,Winter,2011,November,0,Kamis,Holiday,Cloudy_Misty,14.008347,13.252061,57.5833,0.305362,139,2914,3053
321,2011-11-18,Winter,2011,November,0,Jumat,Holiday,Clear,11.240847,11.181561,41.0,0.168533,245,3147,3392
322,2011-11-19,Winter,2011,November,0,Sabtu,Workday,Clear,13.495847,13.303803,50.208299999999994,0.224496,943,2720,3663
323,2011-11-20,Winter,2011,November,0,Minggu,Workday,Cloudy_Misty,18.996653,18.739378000000002,68.45830000000001,0.18595,787,2733,3520
324,2011-11-21,Winter,2011,November,0,Senin,Holiday,Light_rain_snow,18.3475,18.247542,91.0,0.138054,220,2545,2765
325,2011-11-22,Winter,2011,November,0,Selasa,Holiday,Light_rain_snow,17.083347,17.289536000000002,96.25,0.118792,69,1538,1607
326,2011-11-23,Winter,2011,November,0,Rabu,Holiday,Cloudy_Misty,18.074153,17.652017,75.79169999999999,0.335825,112,2454,2566
327,2011-11-24,Winter,2011,November,1,Kamis,Workday,Clear,15.306653,15.271311,54.9167,0.167304,560,935,1495
328,2011-11-25,Winter,2011,November,0,Jumat,Holiday,Clear,15.375,15.607510999999999,64.375,0.0988958,1095,1697,2792
329,2011-11-26,Winter,2011,November,0,Sabtu,Workday,Clear,15.409152999999998,15.788567,68.1667,0.0684208,1249,1819,3068
330,2011-11-27,Winter,2011,November,0,Minggu,Workday,Clear,18.825847,18.6878,69.8333,0.208954,810,2261,3071
331,2011-11-28,Winter,2011,November,0,Senin,Holiday,Clear,20.642598,20.095002,74.3043,0.142122,253,3614,3867
332,2011-11-29,Winter,2011,November,0,Selasa,Holiday,Cloudy_Misty,18.791653,18.506375000000002,83.08330000000001,0.258092,96,2818,2914
333,2011-11-30,Winter,2011,November,0,Rabu,Holiday,Clear,13.325000000000001,12.760061,61.3333,0.271158,188,3425,3613
334,2011-12-01,Winter,2011,Desember,0,Kamis,Holiday,Clear,12.8125,12.527714,52.4583,0.220158,182,3545,3727
335,2011-12-02,Winter,2011,Desember,0,Jumat,Holiday,Clear,12.880847,13.588752999999999,62.583299999999994,0.100754,268,3672,3940
336,2011-12-03,Winter,2011,Desember,0,Sabtu,Workday,Clear,12.265847,12.734764,61.291700000000006,0.0957833,706,2908,3614
337,2011-12-04,Winter,2011,Desember,0,Minggu,Workday,Clear,13.564153,14.3131,77.5833,0.0839583,634,2851,3485
338,2011-12-05,Winter,2011,Desember,0,Senin,Holiday,Cloudy_Misty,15.819153,16.150925,82.70830000000001,0.0622083,233,3578,3811
339,2011-12-06,Winter,2011,Desember,0,Selasa,Holiday,Light_rain_snow,18.962500000000002,18.7124,94.9583,0.232583,126,2468,2594
340,2011-12-07,Winter,2011,Desember,0,Rabu,Holiday,Light_rain_snow,16.81,16.410086,97.04169999999999,0.266175,50,655,705
341,2011-12-08,Winter,2011,Desember,0,Kamis,Holiday,Clear,10.899153,10.534458,57.99999999999999,0.240058,150,3172,3322
342,2011-12-09,Winter,2011,Desember,0,Jumat,Holiday,Clear,11.924153,13.019222,69.58330000000001,0.0827167,261,3359,3620
343,2011-12-10,Winter,2011,Desember,0,Sabtu,Workday,Clear,11.275,10.922892,50.74999999999999,0.233221,502,2688,3190
344,2011-12-11,Winter,2011,Desember,0,Minggu,Workday,Clear,9.054153,10.379313999999999,49.0,0.0665417,377,2366,2743
345,2011-12-12,Winter,2011,Desember,0,Senin,Holiday,Clear,9.771652999999999,11.078035999999999,67.08330000000001,0.06345,143,3167,3310
346,2011-12-13,Winter,2011,Desember,0,Selasa,Holiday,Clear,11.5825,12.346658000000001,59.0,0.14055,155,3368,3523
347,2011-12-14,Winter,2011,Desember,0,Rabu,Holiday,Cloudy_Misty,13.0175,13.872842,66.375,0.0609583,178,3562,3740
348,2011-12-15,Winter,2011,Desember,0,Kamis,Holiday,Cloudy_Misty,17.322499999999998,16.901717,63.416700000000006,0.268042,181,3528,3709
349,2011-12-16,Winter,2011,Desember,0,Jumat,Holiday,Cloudy_Misty,15.375,14.752825,50.0417,0.260575,178,3399,3577
350,2011-12-17,Winter,2011,Desember,0,Sabtu,Workday,Cloudy_Misty,10.591652999999999,10.224211,56.0833,0.243167,275,2464,2739
351,2011-12-18,Winter,2011,Desember,0,Minggu,Workday,Clear,9.771652999999999,10.068738999999999,58.62500000000001,0.169779,220,2211,2431
352,2011-12-19,Winter,2011,Desember,0,Senin,Holiday,Clear,11.343347,11.518253,63.74999999999999,0.172896,260,3143,3403
353,2011-12-20,Winter,2011,Desember,0,Selasa,Holiday,Cloudy_Misty,15.819153,16.254614,59.5417,0.0615708,216,3534,3750
354,2011-12-21,Spring,2011,Desember,0,Rabu,Holiday,Cloudy_Misty,17.561653,17.548697,85.83330000000001,0.2214,107,2553,2660
355,2011-12-22,Spring,2011,Desember,0,Kamis,Holiday,Cloudy_Misty,17.356653,17.470961000000003,75.75,0.047275,227,2841,3068
356,2011-12-23,Spring,2011,Desember,0,Jumat,Holiday,Clear,15.306653,15.478033,68.625,0.274246,163,2046,2209
357,2011-12-24,Spring,2011,Desember,0,Sabtu,Workday,Clear,12.4025,12.268922,54.25,0.190304,155,856,1011
358,2011-12-25,Spring,2011,Desember,0,Minggu,Workday,Clear,11.266103,11.478401,68.13040000000001,0.155091,303,451,754
359,2011-12-26,Spring,2011,Desember,1,Senin,Workday,Clear,13.191299,12.936935,50.6957,0.239465,430,887,1317
360,2011-12-27,Spring,2011,Desember,0,Selasa,Holiday,Cloudy_Misty,13.325000000000001,13.432953,76.25,0.18845,103,1059,1162
361,2011-12-28,Spring,2011,Desember,0,Rabu,Holiday,Clear,12.264330000000001,11.478934,50.39130000000001,0.293961,255,2047,2302
362,2011-12-29,Spring,2011,Desember,0,Kamis,Holiday,Clear,10.181653,10.819572,57.4167,0.119412,254,2169,2423
363,2011-12-30,Spring,2011,Desember,0,Jumat,Holiday,Clear,12.778347000000002,13.071292,63.6667,0.134337,491,2508,2999
364,2011-12-31,Spring,2011,Desember,0,Sabtu,Workday,Clear,16.81,16.978961,61.583299999999994,0.220154,665,1820,2485
365,2012-01-01,Spring,2012,Januari,0,Minggu,Workday,Clear,15.17,15.400461,69.25,0.192167,686,1608,2294
366,2012-01-02,Spring,2012,Januari,1,Senin,Workday,Clear,11.194763,10.344463999999999,38.130399999999995,0.329665,244,1707,1951
367,2012-01-03,Spring,2012,Januari,0,Selasa,Holiday,Clear,6.1499999999999995,5.177275,44.125,0.365671,89,2147,2236
368,2012-01-04,Spring,2012,Januari,0,Rabu,Holiday,Cloudy_Misty,4.4075,4.892817,41.4583,0.1847,95,2273,2368
369,2012-01-05,Spring,2012,Januari,0,Kamis,Holiday,Clear,10.899153,11.414892,52.416700000000006,0.129987,140,3132,3272
370,2012-01-06,Spring,2012,Januari,0,Jumat,Holiday,Clear,13.700847,13.950947,54.2083,0.167908,307,3791,4098
371,2012-01-07,Spring,2012,Januari,0,Sabtu,Workday,Clear,16.126653,16.021939,53.1667,0.174758,1070,3451,4521
372,2012-01-08,Spring,2012,Januari,0,Minggu,Workday,Clear,13.8375,13.950578,46.5,0.191542,599,2826,3425
373,2012-01-09,Spring,2012,Januari,0,Senin,Holiday,Cloudy_Misty,9.190847,10.146639,70.1667,0.0989,106,2270,2376
374,2012-01-10,Spring,2012,Januari,0,Selasa,Holiday,Clear,12.656536000000001,13.071866,64.65220000000001,0.187552,173,3425,3598
375,2012-01-11,Spring,2012,Januari,0,Rabu,Holiday,Cloudy_Misty,11.240847,11.595661,84.75,0.131221,92,2085,2177
376,2012-01-12,Spring,2012,Januari,0,Kamis,Holiday,Cloudy_Misty,15.682500000000001,15.659458,80.2917,0.180967,269,3828,4097
377,2012-01-13,Spring,2012,Januari,0,Jumat,Holiday,Clear,11.240847,10.223842,50.74999999999999,0.378108,174,3040,3214
378,2012-01-14,Spring,2012,Januari,0,Sabtu,Workday,Clear,7.38,7.506567,45.75,0.187183,333,2160,2493
379,2012-01-15,Spring,2012,Januari,0,Minggu,Workday,Clear,6.833347000000001,6.626625,41.9167,0.251258,284,2027,2311
380,2012-01-16,Spring,2012,Januari,1,Senin,Workday,Clear,7.79,7.817183,52.25,0.231358,217,2081,2298
381,2012-01-17,Spring,2012,Januari,0,Selasa,Holiday,Cloudy_Misty,15.294763,14.935398,71.6087,0.34913,127,2808,2935
382,2012-01-18,Spring,2012,Januari,0,Rabu,Holiday,Clear,12.436653000000002,11.285414,44.333299999999994,0.415429,109,3267,3376
383,2012-01-19,Spring,2012,Januari,0,Kamis,Holiday,Clear,7.79,7.791558,49.75,0.220158,130,3162,3292
384,2012-01-20,Spring,2012,Januari,0,Jumat,Holiday,Cloudy_Misty,8.9175,9.059277999999999,45.0,0.20275,115,3048,3163
385,2012-01-21,Spring,2012,Januari,0,Sabtu,Workday,Cloudy_Misty,7.106653,7.169875,83.125,0.222642,67,1234,1301
386,2012-01-22,Spring,2012,Januari,0,Minggu,Workday,Cloudy_Misty,6.6625000000000005,6.65225,79.625,0.199638,196,1781,1977
387,2012-01-23,Spring,2012,Januari,0,Senin,Holiday,Cloudy_Misty,8.951653,9.965378,91.125,0.110708,145,2287,2432
388,2012-01-24,Spring,2012,Januari,0,Selasa,Holiday,Clear,14.0425,14.313427999999998,83.58330000000001,0.123767,439,3900,4339
389,2012-01-25,Spring,2012,Januari,0,Rabu,Holiday,Clear,12.060847,12.087661,64.375,0.161071,467,3803,4270
390,2012-01-26,Spring,2012,Januari,0,Kamis,Holiday,Cloudy_Misty,14.008347,14.598049999999999,76.95830000000001,0.0733958,244,3831,4075
391,2012-01-27,Spring,2012,Januari,0,Jumat,Holiday,Cloudy_Misty,17.425,17.030703,74.125,0.342667,269,3187,3456
392,2012-01-28,Spring,2012,Januari,0,Sabtu,Workday,Clear,12.949152999999999,13.381538999999998,54.333299999999994,0.210829,775,3248,4023
393,2012-01-29,Spring,2012,Januari,0,Minggu,Workday,Clear,11.5825,11.181561,31.125000000000004,0.24005,558,2685,3243
394,2012-01-30,Spring,2012,Januari,0,Senin,Holiday,Clear,11.035847,10.767625,40.0833,0.215792,126,3498,3624
395,2012-01-31,Spring,2012,Januari,0,Selasa,Holiday,Clear,15.99,15.633997,41.6667,0.261817,324,4185,4509
396,2012-02-01,Spring,2012,Februari,0,Rabu,Holiday,Clear,19.235847,19.128058,50.79169999999999,0.189067,304,4275,4579
397,2012-02-02,Spring,2012,Februari,0,Kamis,Holiday,Cloudy_Misty,16.365847,16.357811,67.29169999999999,0.187187,190,3571,3761
398,2012-02-03,Spring,2012,Februari,0,Jumat,Holiday,Clear,12.846652999999998,12.683186000000001,52.6667,0.178496,310,3841,4151
399,2012-02-04,Spring,2012,Februari,0,Sabtu,Workday,Cloudy_Misty,10.830846999999999,11.181725,77.95830000000001,0.121896,384,2448,2832
400,2012-02-05,Spring,2012,Februari,0,Minggu,Workday,Cloudy_Misty,10.899153,10.845361,68.7917,0.175996,318,2629,2947
401,2012-02-06,Spring,2012,Februari,0,Senin,Holiday,Clear,11.586969,12.153466000000002,62.2174,0.1538,206,3578,3784
402,2012-02-07,Spring,2012,Februari,0,Selasa,Holiday,Clear,14.520847,14.805264,49.625,0.147379,199,4176,4375
403,2012-02-08,Spring,2012,Februari,0,Rabu,Holiday,Cloudy_Misty,10.523347,10.923261,72.2917,0.133721,109,2693,2802
404,2012-02-09,Spring,2012,Februari,0,Kamis,Holiday,Clear,10.865,10.741508,56.2083,0.194037,163,3667,3830
405,2012-02-10,Spring,2012,Februari,0,Jumat,Holiday,Cloudy_Misty,11.514153,12.035878,54.0,0.116929,227,3604,3831
406,2012-02-11,Spring,2012,Februari,0,Sabtu,Workday,Light_rain_snow,9.190847,8.645547,73.125,0.289796,192,1977,2169
407,2012-02-12,Spring,2012,Februari,0,Minggu,Workday,Clear,5.2275,4.167978,46.4583,0.409212,73,1456,1529
